Type_of_Event,Year_of_Death,Residence_or_Place_of_Death,County_of_Residence,Age,Total_Deaths,Last_Data_Refresh
Death,2018,Place of Residence,Placer,15 - 19 years,<11,06/10/2021
Death,2018,Place of Residence,Placer,20 - 24 years,17,06/10/2021
Death,2018,Place of Residence,Placer,25 - 29 years,16,06/10/2021
Death,2018,Place of Residence,Placer,30 - 34 years,27,06/10/2021
Death,2018,Place of Residence,Placer,35 - 39 years,27,06/10/2021
Death,2018,Place of Residence,Placer,40 - 44 years,38,06/10/2021
Death,2018,Place of Residence,Placer,45 - 49 years,46,06/10/2021
Death,2018,Place of Residence,Placer,50 - 54 years,67,06/10/2021
Death,2018,Place of Residence,Placer,55 - 59 years,129,06/10/2021
Death,2018,Place of Residence,Placer,60 - 64 years,189,06/10/2021
Death,2018,Place of Residence,Placer,65 - 69 years,237,06/10/2021
Death,2018,Place of Residence,Placer,70 - 74 years,328,06/10/2021
Death,2018,Place of Residence,Placer,75 - 79 years,391,06/10/2021
Death,2018,Place of Residence,Placer,80 - 84 years,489,06/10/2021
Death,2018,Place of Residence,Placer,85 - 89 years,572,06/10/2021
Death,2018,Place of Residence,Placer,90 - 94 years,462,06/10/2021
Death,2018,Place of Residence,Placer,95 - 99 years,235,06/10/2021
Death,2018,Place of Residence,Placer,100 years and over,54,06/10/2021
Death,2018,Place of Residence,Plumas,Less than 1 year,<11,06/10/2021
Death,2018,Place of Residence,Plumas,1 - 4 years,0,06/10/2021
Death,2018,Place of Residence,Plumas,5 - 9 years,<11,06/10/2021
Death,2018,Place of Residence,Plumas,10 - 14 years,0,06/10/2021
Death,2018,Place of Residence,Plumas,15 - 19 years,0,06/10/2021
Death,2018,Place of Residence,Plumas,20 - 24 years,<11,06/10/2021
Death,2018,Place of Residence,Plumas,25 - 29 years,<11,06/10/2021
Death,2018,Place of Residence,Plumas,30 - 34 years,<11,06/10/2021
Death,2018,Place of Residence,Plumas,35 - 39 years,<11,06/10/2021
Death,2018,Place of Residence,Plumas,40 - 44 years,<11,06/10/2021
Death,2018,Place of Residence,Plumas,45 - 49 years,<11,06/10/2021
Death,2018,Place of Residence,Plumas,50 - 54 years,11,06/10/2021
Death,2018,Place of Residence,Plumas,55 - 59 years,12,06/10/2021
Death,2018,Place of Residence,Plumas,60 - 64 years,27,06/10/2021
Death,2018,Place of Residence,Plumas,65 - 69 years,25,06/10/2021
Death,2018,Place of Residence,Plumas,70 - 74 years,30,06/10/2021
Death,2018,Place of Residence,Plumas,75 - 79 years,28,06/10/2021
Death,2018,Place of Residence,Plumas,80 - 84 years,33,06/10/2021
Death,2018,Place of Residence,Plumas,85 - 89 years,30,06/10/2021
Death,2018,Place of Residence,Plumas,90 - 94 years,18,06/10/2021
Death,2018,Place of Residence,Plumas,95 - 99 years,<11,06/10/2021
Death,2018,Place of Residence,Plumas,100 years and over,<11,06/10/2021
Death,2018,Place of Residence,Riverside,Less than 1 year,119,06/10/2021
Death,2018,Place of Residence,Riverside,1 - 4 years,26,06/10/2021
Death,2018,Place of Residence,Riverside,5 - 9 years,22,06/10/2021
Death,2018,Place of Residence,Riverside,10 - 14 years,11,06/10/2021
Death,2018,Place of Residence,Riverside,15 - 19 years,69,06/10/2021
Death,2018,Place of Residence,Riverside,20 - 24 years,147,06/10/2021
Death,2018,Place of Residence,Riverside,25 - 29 years,175,06/10/2021
Death,2018,Place of Residence,Riverside,30 - 34 years,207,06/10/2021
Death,2018,Place of Residence,Riverside,35 - 39 years,220,06/10/2021
Death,2018,Place of Residence,Riverside,40 - 44 years,242,06/10/2021
Death,2018,Place of Residence,Riverside,45 - 49 years,404,06/10/2021
Death,2018,Place of Residence,Riverside,50 - 54 years,616,06/10/2021
Death,2018,Place of Residence,Riverside,55 - 59 years,961,06/10/2021
Death,2018,Place of Residence,Riverside,60 - 64 years,1324,06/10/2021
Death,2018,Place of Residence,Riverside,65 - 69 years,1510,06/10/2021
Death,2018,Place of Residence,Riverside,70 - 74 years,1781,06/10/2021
Death,2018,Place of Residence,Riverside,75 - 79 years,1999,06/10/2021
Death,2018,Place of Residence,Riverside,80 - 84 years,2329,06/10/2021
Death,2018,Place of Residence,Riverside,85 - 89 years,2365,06/10/2021
Death,2018,Place of Residence,Riverside,90 - 94 years,1863,06/10/2021
Death,2018,Place of Residence,Riverside,95 - 99 years,823,06/10/2021
Death,2018,Place of Residence,Riverside,100 years and over,151,06/10/2021
Death,2018,Place of Residence,Sacramento,Less than 1 year,92,06/10/2021
Death,2018,Place of Residence,Sacramento,1 - 4 years,15,06/10/2021
Death,2018,Place of Residence,Sacramento,5 - 9 years,19,06/10/2021
Death,2018,Place of Residence,Sacramento,10 - 14 years,<11,06/10/2021
Death,2018,Place of Residence,Sacramento,15 - 19 years,40,06/10/2021
Death,2018,Place of Residence,Sacramento,20 - 24 years,73,06/10/2021
Death,2018,Place of Residence,Sacramento,25 - 29 years,107,06/10/2021
Death,2018,Place of Residence,Sacramento,30 - 34 years,157,06/10/2021
Death,2018,Place of Residence,Sacramento,35 - 39 years,162,06/10/2021
Death,2018,Place of Residence,Sacramento,40 - 44 years,182,06/10/2021
Death,2018,Place of Residence,Sacramento,45 - 49 years,296,06/10/2021
Death,2018,Place of Residence,Sacramento,50 - 54 years,433,06/10/2021
Death,2018,Place of Residence,Sacramento,55 - 59 years,710,06/10/2021
Death,2018,Place of Residence,Sacramento,60 - 64 years,905,06/10/2021
Death,2018,Place of Residence,Sacramento,65 - 69 years,1038,06/10/2021
Death,2018,Place of Residence,Sacramento,70 - 74 years,1155,06/10/2021
Death,2018,Place of Residence,Sacramento,75 - 79 years,1247,06/10/2021
Death,2018,Place of Residence,Sacramento,80 - 84 years,1461,06/10/2021
Death,2018,Place of Residence,Sacramento,85 - 89 years,1608,06/10/2021
Death,2018,Place of Residence,Sacramento,90 - 94 years,1332,06/10/2021
Death,2018,Place of Residence,Sacramento,95 - 99 years,674,06/10/2021
Death,2018,Place of Residence,Sacramento,100 years and over,141,06/10/2021
Death,2018,Place of Residence,San Benito,Less than 1 year,<11,06/10/2021
Death,2018,Place of Residence,San Benito,1 - 4 years,<11,06/10/2021
Death,2018,Place of Residence,San Benito,5 - 9 years,0,06/10/2021
Death,2018,Place of Residence,San Benito,10 - 14 years,0,06/10/2021
Death,2018,Place of Residence,San Benito,15 - 19 years,<11,06/10/2021
Death,2018,Place of Residence,San Benito,20 - 24 years,<11,06/10/2021
Death,2018,Place of Residence,San Benito,25 - 29 years,<11,06/10/2021
Death,2018,Place of Residence,San Benito,30 - 34 years,<11,06/10/2021
Death,2018,Place of Residence,San Benito,35 - 39 years,<11,06/10/2021
Death,2018,Place of Residence,San Benito,40 - 44 years,<11,06/10/2021
Death,2018,Place of Residence,San Benito,45 - 49 years,<11,06/10/2021
Death,2018,Place of Residence,San Benito,50 - 54 years,13,06/10/2021
Death,2018,Place of Residence,San Benito,55 - 59 years,23,06/10/2021
Death,2018,Place of Residence,San Benito,60 - 64 years,24,06/10/2021
Death,2018,Place of Residence,San Benito,65 - 69 years,18,06/10/2021
Death,2018,Place of Residence,San Benito,70 - 74 years,28,06/10/2021
Death,2018,Place of Residence,San Benito,75 - 79 years,37,06/10/2021
Death,2018,Place of Residence,San Benito,80 - 84 years,37,06/10/2021
Death,2018,Place of Residence,San Benito,85 - 89 years,45,06/10/2021
Death,2018,Place of Residence,San Benito,90 - 94 years,42,06/10/2021
Death,2018,Place of Residence,San Benito,95 - 99 years,22,06/10/2021
Death,2018,Place of Residence,San Benito,100 years and over,<11,06/10/2021
Death,2018,Place of Residence,San Bernardino,Less than 1 year,162,06/10/2021
Death,2018,Place of Residence,San Bernardino,1 - 4 years,28,06/10/2021
Death,2018,Place of Residence,San Bernardino,5 - 9 years,15,06/10/2021
Death,2018,Place of Residence,San Bernardino,10 - 14 years,20,06/10/2021
Death,2018,Place of Residence,San Bernardino,15 - 19 years,65,06/10/2021
Death,2018,Place of Residence,San Bernardino,20 - 24 years,121,06/10/2021
Death,2018,Place of Residence,San Bernardino,25 - 29 years,178,06/10/2021
Death,2018,Place of Residence,San Bernardino,30 - 34 years,227,06/10/2021
Death,2018,Place of Residence,San Bernardino,35 - 39 years,233,06/10/2021
Death,2018,Place of Residence,San Bernardino,40 - 44 years,257,06/10/2021
Death,2018,Place of Residence,San Bernardino,45 - 49 years,389,06/10/2021
Death,2018,Place of Residence,San Bernardino,50 - 54 years,638,06/10/2021
Death,2018,Place of Residence,San Bernardino,55 - 59 years,996,06/10/2021
Death,2018,Place of Residence,San Bernardino,60 - 64 years,1266,06/10/2021
Death,2018,Place of Residence,San Bernardino,65 - 69 years,1527,06/10/2021
Death,2018,Place of Residence,San Bernardino,70 - 74 years,1550,06/10/2021
Death,2018,Place of Residence,San Bernardino,75 - 79 years,1661,06/10/2021
Death,2018,Place of Residence,San Bernardino,80 - 84 years,1652,06/10/2021
Death,2018,Place of Residence,San Bernardino,85 - 89 years,1622,06/10/2021
Death,2018,Place of Residence,San Bernardino,90 - 94 years,1276,06/10/2021
Death,2018,Place of Residence,San Bernardino,95 - 99 years,557,06/10/2021
Death,2018,Place of Residence,San Bernardino,100 years and over,112,06/10/2021
Death,2018,Place of Residence,San Diego,Less than 1 year,181,06/10/2021
Death,2018,Place of Residence,San Diego,1 - 4 years,15,06/10/2021
Death,2018,Place of Residence,San Diego,5 - 9 years,14,06/10/2021
Death,2018,Place of Residence,San Diego,10 - 14 years,18,06/10/2021
Death,2018,Place of Residence,San Diego,15 - 19 years,64,06/10/2021
Death,2018,Place of Residence,San Diego,20 - 24 years,163,06/10/2021
Death,2018,Place of Residence,San Diego,25 - 29 years,171,06/10/2021
Death,2018,Place of Residence,San Diego,30 - 34 years,210,06/10/2021
Death,2018,Place of Residence,San Diego,35 - 39 years,235,06/10/2021
Death,2018,Place of Residence,San Diego,40 - 44 years,293,06/10/2021
Death,2018,Place of Residence,San Diego,45 - 49 years,444,06/10/2021
Death,2018,Place of Residence,San Diego,50 - 54 years,690,06/10/2021
Death,2018,Place of Residence,San Diego,55 - 59 years,1121,06/10/2021
Death,2018,Place of Residence,San Diego,60 - 64 years,1524,06/10/2021
Death,2018,Place of Residence,San Diego,65 - 69 years,1728,06/10/2021
Death,2018,Place of Residence,San Diego,70 - 74 years,1990,06/10/2021
Death,2018,Place of Residence,San Diego,75 - 79 years,2266,06/10/2021
Death,2018,Place of Residence,San Diego,80 - 84 years,2693,06/10/2021
Death,2018,Place of Residence,San Diego,85 - 89 years,3244,06/10/2021
Death,2018,Place of Residence,San Diego,90 - 94 years,2950,06/10/2021
Death,2018,Place of Residence,San Diego,95 - 99 years,1468,06/10/2021
Death,2018,Place of Residence,San Diego,100 years and over,302,06/10/2021
Death,2018,Place of Residence,San Francisco,Less than 1 year,32,06/10/2021
Death,2018,Place of Residence,San Francisco,1 - 4 years,<11,06/10/2021
Death,2018,Place of Residence,San Francisco,5 - 9 years,<11,06/10/2021
Death,2018,Place of Residence,San Francisco,10 - 14 years,<11,06/10/2021
Death,2018,Place of Residence,San Francisco,15 - 19 years,<11,06/10/2021
Death,2018,Place of Residence,San Francisco,20 - 24 years,27,06/10/2021
Death,2018,Place of Residence,San Francisco,25 - 29 years,45,06/10/2021
Death,2018,Place of Residence,San Francisco,30 - 34 years,43,06/10/2021
Death,2018,Place of Residence,San Francisco,35 - 39 years,70,06/10/2021
Death,2018,Place of Residence,San Francisco,40 - 44 years,70,06/10/2021
Death,2018,Place of Residence,San Francisco,45 - 49 years,135,06/10/2021
Death,2018,Place of Residence,San Francisco,50 - 54 years,179,06/10/2021
Death,2018,Place of Residence,San Francisco,55 - 59 years,284,06/10/2021
Death,2018,Place of Residence,San Francisco,60 - 64 years,413,06/10/2021
Death,2018,Place of Residence,San Francisco,65 - 69 years,478,06/10/2021
Death,2018,Place of Residence,San Francisco,70 - 74 years,477,06/10/2021
Death,2018,Place of Residence,San Francisco,75 - 79 years,546,06/10/2021
Death,2018,Place of Residence,San Francisco,80 - 84 years,726,06/10/2021
Death,2018,Place of Residence,San Francisco,85 - 89 years,881,06/10/2021
Death,2018,Place of Residence,San Francisco,90 - 94 years,760,06/10/2021
Death,2018,Place of Residence,San Francisco,95 - 99 years,465,06/10/2021
Death,2018,Place of Residence,San Francisco,100 years and over,118,06/10/2021
Death,2018,Place of Residence,San Joaquin,Less than 1 year,55,06/10/2021
Death,2018,Place of Residence,San Joaquin,1 - 4 years,16,06/10/2021
Death,2018,Place of Residence,San Joaquin,5 - 9 years,<11,06/10/2021
Death,2018,Place of Residence,San Joaquin,10 - 14 years,<11,06/10/2021
Death,2018,Place of Residence,San Joaquin,15 - 19 years,32,06/10/2021
Death,2018,Place of Residence,San Joaquin,20 - 24 years,56,06/10/2021
Death,2018,Place of Residence,San Joaquin,25 - 29 years,60,06/10/2021
Death,2018,Place of Residence,San Joaquin,30 - 34 years,50,06/10/2021
Death,2018,Place of Residence,San Joaquin,35 - 39 years,86,06/10/2021
Death,2018,Place of Residence,San Joaquin,40 - 44 years,108,06/10/2021
Death,2018,Place of Residence,San Joaquin,45 - 49 years,137,06/10/2021
Death,2018,Place of Residence,San Joaquin,50 - 54 years,221,06/10/2021
Death,2018,Place of Residence,San Joaquin,55 - 59 years,397,06/10/2021
Death,2018,Place of Residence,San Joaquin,60 - 64 years,463,06/10/2021
Death,2018,Place of Residence,San Joaquin,65 - 69 years,523,06/10/2021
Death,2018,Place of Residence,San Joaquin,70 - 74 years,578,06/10/2021
Death,2018,Place of Residence,San Joaquin,75 - 79 years,644,06/10/2021
Death,2018,Place of Residence,San Joaquin,80 - 84 years,630,06/10/2021
Death,2018,Place of Residence,San Joaquin,85 - 89 years,673,06/10/2021
Death,2018,Place of Residence,San Joaquin,90 - 94 years,573,06/10/2021
Death,2018,Place of Residence,San Joaquin,95 - 99 years,275,06/10/2021
Death,2018,Place of Residence,San Joaquin,100 years and over,53,06/10/2021
Death,2018,Place of Residence,San Luis Obispo,Less than 1 year,<11,06/10/2021
Death,2018,Place of Residence,San Luis Obispo,1 - 4 years,0,06/10/2021
Death,2018,Place of Residence,San Luis Obispo,5 - 9 years,0,06/10/2021
Death,2018,Place of Residence,San Luis Obispo,10 - 14 years,<11,06/10/2021
Death,2018,Place of Residence,San Luis Obispo,15 - 19 years,<11,06/10/2021
Death,2018,Place of Residence,San Luis Obispo,20 - 24 years,13,06/10/2021
Death,2018,Place of Residence,San Luis Obispo,25 - 29 years,12,06/10/2021
Death,2018,Place of Residence,San Luis Obispo,30 - 34 years,17,06/10/2021
Death,2018,Place of Residence,San Luis Obispo,35 - 39 years,32,06/10/2021
Death,2018,Place of Residence,San Luis Obispo,40 - 44 years,30,06/10/2021
Death,2018,Place of Residence,San Luis Obispo,45 - 49 years,30,06/10/2021
Death,2018,Place of Residence,San Luis Obispo,50 - 54 years,69,06/10/2021
Death,2018,Place of Residence,San Luis Obispo,55 - 59 years,107,06/10/2021
Death,2018,Place of Residence,San Luis Obispo,60 - 64 years,162,06/10/2021
Death,2018,Place of Residence,San Luis Obispo,65 - 69 years,198,06/10/2021
Death,2018,Place of Residence,San Luis Obispo,70 - 74 years,246,06/10/2021
Death,2018,Place of Residence,San Luis Obispo,75 - 79 years,247,06/10/2021
Death,2018,Place of Residence,San Luis Obispo,80 - 84 years,336,06/10/2021
Death,2018,Place of Residence,San Luis Obispo,85 - 89 years,390,06/10/2021
Death,2018,Place of Residence,San Luis Obispo,90 - 94 years,366,06/10/2021
Death,2018,Place of Residence,San Luis Obispo,95 - 99 years,168,06/10/2021
Death,2018,Place of Residence,San Luis Obispo,100 years and over,38,06/10/2021
Death,2018,Place of Residence,San Mateo,Less than 1 year,25,06/10/2021
Death,2018,Place of Residence,San Mateo,1 - 4 years,<11,06/10/2021
Death,2018,Place of Residence,San Mateo,5 - 9 years,<11,06/10/2021
Death,2018,Place of Residence,San Mateo,10 - 14 years,<11,06/10/2021
Death,2018,Place of Residence,San Mateo,15 - 19 years,14,06/10/2021
Death,2018,Place of Residence,San Mateo,20 - 24 years,20,06/10/2021
Death,2018,Place of Residence,San Mateo,25 - 29 years,24,06/10/2021
Death,2018,Place of Residence,San Mateo,30 - 34 years,35,06/10/2021
Death,2018,Place of Residence,San Mateo,35 - 39 years,45,06/10/2021
Death,2018,Place of Residence,San Mateo,40 - 44 years,51,06/10/2021
Death,2018,Place of Residence,San Mateo,45 - 49 years,66,06/10/2021
Death,2018,Place of Residence,San Mateo,50 - 54 years,124,06/10/2021
Death,2018,Place of Residence,San Mateo,55 - 59 years,231,06/10/2021
Death,2018,Place of Residence,San Mateo,60 - 64 years,255,06/10/2021
Death,2018,Place of Residence,San Mateo,65 - 69 years,350,06/10/2021
Death,2018,Place of Residence,San Mateo,70 - 74 years,372,06/10/2021
Death,2018,Place of Residence,San Mateo,75 - 79 years,474,06/10/2021
Death,2018,Place of Residence,San Mateo,80 - 84 years,633,06/10/2021
Death,2018,Place of Residence,San Mateo,85 - 89 years,739,06/10/2021
Death,2018,Place of Residence,San Mateo,90 - 94 years,789,06/10/2021
Death,2018,Place of Residence,San Mateo,95 - 99 years,417,06/10/2021
Death,2018,Place of Residence,San Mateo,100 years and over,101,06/10/2021
Death,2018,Place of Residence,Santa Barbara,Less than 1 year,22,06/10/2021
Death,2018,Place of Residence,Santa Barbara,1 - 4 years,<11,06/10/2021
Death,2018,Place of Residence,Santa Barbara,5 - 9 years,<11,06/10/2021
Death,2018,Place of Residence,Santa Barbara,10 - 14 years,<11,06/10/2021
Death,2018,Place of Residence,Santa Barbara,15 - 19 years,17,06/10/2021
Death,2018,Place of Residence,Santa Barbara,20 - 24 years,19,06/10/2021
Death,2018,Place of Residence,Santa Barbara,25 - 29 years,31,06/10/2021
Death,2018,Place of Residence,Santa Barbara,30 - 34 years,27,06/10/2021
Death,2018,Place of Residence,Santa Barbara,35 - 39 years,26,06/10/2021
Death,2018,Place of Residence,Santa Barbara,40 - 44 years,44,06/10/2021
Death,2018,Place of Residence,Santa Barbara,45 - 49 years,62,06/10/2021
Death,2018,Place of Residence,Santa Barbara,50 - 54 years,83,06/10/2021
Death,2018,Place of Residence,Santa Barbara,55 - 59 years,155,06/10/2021
Death,2018,Place of Residence,Santa Barbara,60 - 64 years,205,06/10/2021
Death,2018,Place of Residence,Santa Barbara,65 - 69 years,239,06/10/2021
Death,2018,Place of Residence,Santa Barbara,70 - 74 years,289,06/10/2021
Death,2018,Place of Residence,Santa Barbara,75 - 79 years,285,06/10/2021
Death,2018,Place of Residence,Santa Barbara,80 - 84 years,387,06/10/2021
Death,2018,Place of Residence,Santa Barbara,85 - 89 years,507,06/10/2021
Death,2018,Place of Residence,Santa Barbara,90 - 94 years,523,06/10/2021
Death,2018,Place of Residence,Santa Barbara,95 - 99 years,225,06/10/2021
Death,2018,Place of Residence,Santa Barbara,100 years and over,54,06/10/2021
Death,2018,Place of Residence,Santa Clara,Less than 1 year,70,06/10/2021
Death,2018,Place of Residence,Santa Clara,1 - 4 years,14,06/10/2021
Death,2018,Place of Residence,Santa Clara,5 - 9 years,<11,06/10/2021
Death,2018,Place of Residence,Santa Clara,10 - 14 years,<11,06/10/2021
Death,2018,Place of Residence,Santa Clara,15 - 19 years,24,06/10/2021
Death,2018,Place of Residence,Santa Clara,20 - 24 years,60,06/10/2021
Death,2018,Place of Residence,Santa Clara,25 - 29 years,65,06/10/2021
Death,2018,Place of Residence,Santa Clara,30 - 34 years,72,06/10/2021
